stamp_sec,stamp_nanosec,x,y,yaw
27,773000000,-1.069500194272177,-1.4999873217157818,3.487701390627128e-05
27,807000000,-1.0640601165649404,-1.4999872358527777,3.497320378792493e-05
27,841000000,-1.0586200369774488,-1.4999871402597942,3.5062208389637554e-05
27,875000000,-1.053180058237829,-1.499987029953243,3.514636485231604e-05
27,909000000,-1.047740071121916,-1.4999868910225986,3.521043789935798e-05
27,943000000,-1.0423001224456216,-1.4999867217707192,3.524677633394625e-05
27,977000000,-1.036860218949345,-1.4999865557028367,3.5287445479293675e-05
28,11000000,-1.0314202768402148,-1.4999863441564452,3.529553337814327e-05
28,45000000,-1.0259802084532461,-1.4999860857804388,3.526862747340712e-05
28,79000000,-1.0205401689764886,-1.4999858475981331,3.526447301986336e-05
28,113000000,-1.0151001327106628,-1.4999856852181974,3.530133289352499e-05
28,147000000,-1.0096601268254815,-1.4999855761343641,3.5383422876561394e-05
28,181000000,-1.004220075082868,-1.4999854640648773,3.545490225391943e-05
28,215000000,-0.9987799838250132,-1.4999853324385837,3.551896286492913e-05
28,249000000,-0.9933400085815992,-1.499985107637545,3.552694953510974e-05
28,283000000,-0.9879001038901248,-1.4999848904316293,3.553793664700368e-05
28,317000000,-0.9824602194119995,-1.4999847190806181,3.55774634080501e-05
28,351000000,-0.9770202537877756,-1.499984629402481,3.567315934610455e-05
28,385000000,-0.9715802733838144,-1.4999845221922719,3.576155629224487e-05
28,419000000,-0.9661402321397543,-1.499984348503505,3.580731092314746e-05
28,453000000,-0.9607002128504283,-1.499984130898875,3.582177614253433e-05
28,487000000,-0.955260179846968,-1.4999838747702703,3.5815217474116225e-05
28,521000000,-0.9498201957380853,-1.4999836369549404,3.581807680008729e-05
28,555000000,-0.9443802341987744,-1.4999834472027465,3.58457785796853e-05
28,589000000,-0.9389402097043265,-1.4999833777440736,3.595082629978584e-05
28,623000000,-0.9335001971656591,-1.4999833629005401,3.608914401936957e-05
28,657000000,-0.9280601545225092,-1.499983264592756,3.617281678571024e-05
28,691000000,-0.9226201414962634,-1.4999829980354293,3.614855271039874e-05
28,725000000,-0.9171801401253512,-1.4999826654744022,3.608306946159316e-05
28,759000000,-0.9117401595858505,-1.4999823633523486,3.603952940112799e-05
28,793000000,-0.906300184467455,-1.4999822003025802,3.6082173972943566e-05
28,827000000,-0.9008602069749707,-1.499982184746346,3.6222310086630486e-05
28,861000000,-0.895420202955174,-1.4999821563211504,3.6352947717105436e-05
28,895000000,-0.8899801452318656,-1.499982031647506,3.642452371502801e-05
28,929000000,-0.884540162480241,-1.4999818687427178,3.647318604353121e-05
28,963000000,-0.8791001779065696,-1.4999816899239213,3.6514145142447116e-05
28,997000000,-0.8736601548802081,-1.4999814264199909,3.6502506844197286e-05
29,31000000,-0.8682201686150431,-1.4999811893660593,3.650920368503406e-05
29,65000000,-0.8627802002359761,-1.4999810095945543,3.6555143590311826e-05
29,99000000,-0.8573400905731465,-1.4999808389238853,3.659807929847836e-05
29,133000000,-0.8519000328584991,-1.4999806699830873,3.6648205489251e-05
29,167000000,-0.8464600725421442,-1.499980498452406,3.669991566442665e-05
29,201000000,-0.8410201113905612,-1.4999803329793329,3.67518769218782e-05
29,235000000,-0.8355802242236866,-1.4999801700681399,3.67990546328034e-05
29,269000000,-0.8301402857936923,-1.4999800100594822,3.684369861832996e-05
29,303000000,-0.824700312383809,-1.4999798517148744,3.689351797797973e-05
29,337000000,-0.8192603333979878,-1.4999796943237402,3.693944590275958e-05
29,371000000,-0.8138202283393747,-1.4999794853177182,3.695302603033281e-05
29,405000000,-0.8083801577161982,-1.4999792813813115,3.697658381627678e-05
29,439000000,-0.8029401267218258,-1.4999790881419448,3.700622728863534e-05
29,473000000,-0.7975001420594864,-1.4999789026140515,3.703977477758385e-05
29,507000000,-0.7920602029320205,-1.4999787229790822,3.707947686652434e-05
29,541000000,-0.7866202625928517,-1.499978580645503,3.7140030371727154e-05
29,575000000,-0.7811803205215901,-1.4999784524760529,3.721785392974216e-05
29,609000000,-0.7757403102952423,-1.4999783207925768,3.7291582883703393e-05
29,643000000,-0.7703002890996031,-1.499978136352095,3.733270875785718e-05
29,677000000,-0.7648602803533493,-1.49997793189539,3.736094109343911e-05
29,711000000,-0.7594203041595565,-1.4999777044021687,3.7376270677723476e-05
29,745000000,-0.7539802962291542,-1.499977534532768,3.7424094328200036e-05
29,779000000,-0.7485402523566491,-1.4999773735549862,3.7479302420964686e-05
29,813000000,-0.743100200022451,-1.4999772105964755,3.7536778472989584e-05
29,847000000,-0.7376602137466358,-1.499977047584341,3.759296037382996e-05
29,881000000,-0.7322202142004786,-1.4999768486563678,3.762386585541333e-05
29,915000000,-0.7267802124186681,-1.4999766441533529,3.764551744631814e-05
29,949000000,-0.7213402482060834,-1.4999764430981688,3.76751207996856e-05
29,983000000,-0.7159002122931369,-1.4999762920749313,3.7724498615987576e-05
30,17000000,-0.7104600670690819,-1.499976164853525,3.779243624950273e-05
30,51000000,-0.7050200585415415,-1.4999759931340602,3.783886086388679e-05
30,85000000,-0.6995800943478157,-1.499975810452897,3.7873940724587294e-05
30,119000000,-0.6941401751327039,-1.4999756314544295,3.791615539199637e-05
30,153000000,-0.6887002506732082,-1.4999754567672514,3.7958396933432105e-05
30,187000000,-0.6832603160984803,-1.4999752795954082,3.800673334990189e-05
30,221000000,-0.6778203347071603,-1.4999750643115866,3.8031466138362036e-05
30,255000000,-0.6723802516670706,-1.4999748440375382,3.8047193058749654e-05
30,289000000,-0.666940128966558,-1.4999746933107432,3.8110555289247546e-05
30,323000000,-0.6615000561535589,-1.4999745378381815,3.817700432200679e-05
30,357000000,-0.6560600815867366,-1.4999743794751033,3.824117526395571e-05
30,391000000,-0.6506201499323273,-1.4999742216957617,3.8299410773160794e-05
30,425000000,-0.6451802624800355,-1.4999740610696561,3.8360285625709335e-05
30,459000000,-0.6397403599319077,-1.499973855743922,3.839345328865061e-05
30,493000000,-0.6343003617948002,-1.4999736058985988,3.8397488751819986e-05
30,527000000,-0.6288603688606416,-1.4999733532225004,3.8394249635964764e-05
30,561000000,-0.6234203022073678,-1.4999731900729365,3.844463756358315e-05
30,595000000,-0.6179803020256893,-1.4999730580516868,3.8518984485759664e-05
30,629000000,-0.6125402969947944,-1.4999729040585994,3.8570277638400366e-05
30,663000000,-0.6071003299372602,-1.4999727168896193,3.8606693205510364e-05
30,697000000,-0.6016603072154215,-1.4999724774894363,3.860953911131653e-05
30,731000000,-0.5962202879839771,-1.4999722518883256,3.862297899645623e-05
30,765000000,-0.5907802691854018,-1.4999720568924317,3.8654475459697193e-05
30,799000000,-0.5853402858923533,-1.499971899930275,3.8716056105687316e-05
30,833000000,-0.5799002763537601,-1.4999717846199023,3.8798296769029215e-05
30,867000000,-0.5744602887171582,-1.4999716562460326,3.8879873436240175e-05
30,901000000,-0.5690202927531196,-1.499971470728465,3.892426711094799e-05
30,935000000,-0.5635802891221614,-1.4999712381819572,3.894237187371308e-05
30,969000000,-0.5581402778873945,-1.4999709866249127,3.894569930875762e-05
31,3000000,-0.5527002800850601,-1.4999707904626847,3.898834509995269e-05
31,37000000,-0.5472602786074405,-1.4999706345056185,3.904976300841875e-05
31,71000000,-0.5418202834545763,-1.4999704939205722,3.912866125416885e-05
31,105000000,-0.5363802938569399,-1.4999703369205404,3.9195477145162214e-05
31,139000000,-0.5309402020594012,-1.4999701291816232,3.922427007630425e-05
31,173000000,-0.5255000743663939,-1.4999699299945004,3.925994104055718e-05
31,207000000,-0.5200600877985515,-1.4999696980492747,3.9280482493641466e-05
31,241000000,-0.5146201636775054,-1.4999694959555288,3.9302806588131536e-05
31,275000000,-0.5091802488209811,-1.4999693780035086,3.9388292472293904e-05
